Key,日期,科目,項目,金額,備註1,備註2,編輯
359,2013-04-06,5.現支,貨款-耳機,3500,維修費,勝眾,
341,2013-04-03,5.現支,貨款-耳機,200,維修費,漢聲小舖,
312,2013-04-01,5.現支,貨款-耳機,639,耳機收納袋,後車站,
578,2013-04-25,5.現支,貨款-餐飲,268,午餐,3人,
467,2013-04-18,5.現支,貨款-餐飲,325,吸管免洗杯,水源市場,
407,2013-04-11,5.現支,貨款-餐飲,294,牛奶,全聯,
351,2013-04-05,5.現支,貨款-餐飲,400,香草豆莢,,
352,2013-04-05,5.現支,貨款-餐飲,294,牛奶,全聯,
575,2013-04-25,5.現支,運費-CBHD,80,HD土城,大榮,
576,2013-04-25,5.現支,運費-CBHD,36,HD山南雲,郵局,
567,2013-04-24,5.現支,運費-CBHD,85,HD,大榮,
555,2013-04-23,5.現支,運費-CBHD,95,CB板橋店,大榮,
416,2013-04-13,5.現支,運費-CBHD,80,HD,大榮,
417,2013-04-13,5.現支,運費-CBHD,168,HD,郵局,
420,2013-04-13,5.現支,運費-CBHD,62,HD,郵局,
408,2013-04-11,5.現支,運費-CBHD,37,好樂迪,POST,
409,2013-04-11,5.現支,運費-CBHD,75,好樂迪,新竹貨運,
401,2013-04-10,5.現支,運費-CBHD,165,大榮貨運,好樂迪物流,
613,2013-04-29,5.現支,運費-網路,283,露天交貨便,7-11,
601,2013-04-28,5.現支,運費-網路,300,露天交貨便,7-11,
557,2013-04-23,5.現支,運費-網路,440,郵件便利袋/箱,郵局,
560,2013-04-23,5.現支,運費-網路,165,露天交貨便紙箱,7-11,
488,2013-04-20,5.現支,運費-網路,60,露天交貨便,7-11,
412,2013-04-11,5.現支,運費-網路,172,網拍,POST,
402,2013-04-10,5.現支,運費-網路,120,露天交貨便,7-11,
369,2013-04-08,5.現支,運費-網路,60,露天交貨便,7-11,
358,2013-04-06,5.現支,運費-網路,120,宅急便,7-11,
353,2013-04-05,5.現支,運費-網路,60,露天交貨便,7-11,
570,2013-04-24,5.現支,郵資,130,維修品,郵局,
499,2013-04-22,5.現支,郵資,110,MYear,郵局,
483,2013-04-19,5.現支,郵資,435,客製耳機Rooth,EMS,
469,2013-04-18,5.現支,郵資,110,維修品賬單,郵局,
451,2013-04-16,5.現支,郵資,1077,MyEarRSA,郵局,
403,2013-04-10,5.現支,郵資,30,,,
385,2013-04-09,5.現支,郵資,85,雄發,POST,
386,2013-04-09,5.現支,郵資,25,大同回郵,POST,
331,2013-04-02,5.現支,郵資,30,智戎,維修,
602,2013-04-28,5.現支,雜費,59,OK蹦,光南,
579,2013-04-25,5.現支,雜費,480,水果拜土地公,水源市場,
411,2013-04-11,5.現支,雜費,450,水果,初二拜拜,
364,2013-04-07,5.現支,雜費,80,夾鏈袋,光南,
626,2013-04-30,5.現支,餐費,360,午餐,4人,
627,2013-04-30,5.現支,餐費,300,晚餐,3人,
612,2013-04-29,5.現支,餐費,700,午餐,7人,
614,2013-04-29,5.現支,餐費,500,晚餐,5人,
599,2013-04-28,5.現支,餐費,318,午餐,4人,
600,2013-04-28,5.現支,餐費,400,晚餐,4人,
594,2013-04-27,5.現支,餐費,297,晚餐,3人,
595,2013-04-27,5.現支,餐費,240,午餐,3人,
596,2013-04-27,5.現支,餐費,100,水果,蘋果,
590,2013-04-26,5.現支,餐費,260,晚餐,4人,
591,2013-04-26,5.現支,餐費,465,午餐,5人,
580,2013-04-25,5.現支,餐費,285,晚餐,3人,
566,2013-04-24,5.現支,餐費,240,午餐,3人,
571,2013-04-24,5.現支,餐費,210,晚餐,3人,
554,2013-04-23,5.現支,餐費,255,午餐,3人,
559,2013-04-23,5.現支,餐費,300,晚餐,3人,
497,2013-04-22,5.現支,餐費,400,午餐,4人,
498,2013-04-22,5.現支,餐費,260,晚餐,3人,
492,2013-04-21,5.現支,餐費,400,午餐,4人,
493,2013-04-21,5.現支,餐費,400,晚餐,4人,
486,2013-04-20,5.現支,餐費,400,午餐,4人,
487,2013-04-20,5.現支,餐費,400,晚餐,4人,
481,2013-04-19,5.現支,餐費,400,午餐,4人,
482,2013-04-19,5.現支,餐費,360,晚餐,4人,
468,2013-04-18,5.現支,餐費,390,午餐,4人,
470,2013-04-18,5.現支,餐費,600,晚餐,6人,
454,2013-04-17,5.現支,餐費,140,午餐,2人,
456,2013-04-17,5.現支,餐費,365,晚餐,4人,
448,2013-04-16,5.現支,餐費,210,午餐,3人,
449,2013-04-16,5.現支,餐費,210,晚餐,3人,
437,2013-04-15,5.現支,餐費,370,午餐,4人,
438,2013-04-15,5.現支,餐費,365,晚餐,4人,
433,2013-04-14,5.現支,餐費,600,午餐,6人,
434,2013-04-14,5.現支,餐費,586,晚餐,6人,
421,2013-04-13,5.現支,餐費,285,午餐,3人,
422,2013-04-13,5.現支,餐費,400,晚餐,5人,
429,2013-04-12,5.現支,餐費,300,中餐,3人,
430,2013-04-12,5.現支,餐費,425,晚餐,5人,
410,2013-04-11,5.現支,餐費,400,午餐,4人,
413,2013-04-11,5.現支,餐費,475,晚餐,4人,
399,2013-04-10,5.現支,餐費,360,午餐,4人,
400,2013-04-10,5.現支,餐費,305,晚餐,4人,
387,2013-04-09,5.現支,餐費,290,午餐,3人,
388,2013-04-09,5.現支,餐費,255,晚餐,3人,
367,2013-04-08,5.現支,餐費,445,午餐,5人,
368,2013-04-08,5.現支,餐費,300,晚餐,5人,
362,2013-04-07,5.現支,餐費,330,午餐,5人,
363,2013-04-07,5.現支,餐費,396,晚餐,4人,
356,2013-04-06,5.現支,餐費,240,晚餐,7人,
357,2013-04-06,5.現支,餐費,210,甜點冷飲,7人,
349,2013-04-05,5.現支,餐費,595,午餐,7人,
350,2013-04-05,5.現支,餐費,563,晚餐,6人,
345,2013-04-04,5.現支,餐費,350,午餐,5人,
346,2013-04-04,5.現支,餐費,673,晚餐,7人,
340,2013-04-03,5.現支,餐費,400,午餐,4人,
342,2013-04-03,5.現支,餐費,390,晚餐,4人,
329,2013-04-02,5.現支,餐費,240,午餐,3人,
330,2013-04-02,5.現支,餐費,300,晚餐,4人,
313,2013-04-01,5.現支,餐費,355,午餐,5人,
314,2013-04-01,5.現支,餐費,385,晚餐,4人,
586,2013-04-25,6.銀支,健保-CBHD,9735,聲陞,3月,
587,2013-04-25,6.銀支,健保-CBHD,2155,加煒,3月,
334,2013-04-02,6.銀支,健保-CBHD,3373,加煒,2月,
389,2013-04-10,6.銀支,健保-耳機,16073,聲陞,2月,
333,2013-04-02,6.銀支,健保-耳機,12171,聲陞,2月,
564,2013-04-24,6.銀支,勞保-CBHD,2509,勞保3月,加煒,
391,2013-04-10,6.銀支,勞保-CBHD,4018,加煒,2月,
585,2013-04-25,6.銀支,勞保-耳機,14564,聲陞,3月,
583,2013-04-25,6.銀支,勞退提撥-CBHD,38,加煒,3月,
392,2013-04-10,6.銀支,勞退提撥-CBHD,1127,加煒,2月,
584,2013-04-25,6.銀支,勞退提撥-耳機,8182,聲陞,3月,
390,2013-04-10,6.銀支,勞退提撥-耳機,9271,聲陞,2月,
395,2013-04-10,6.銀支,生財器具,24000,冰箱,晟業電器行林秋賓,
581,2013-04-25,6.銀支,租任管理,25000,房租5月廖漢東,一銀,
582,2013-04-25,6.銀支,租任管理,25000,房租5月莊美江,台銀,
608,2013-04-30,6.銀支,貨款-耳機,61965,電光火石,進貨單號:137,134,135,
609,2013-04-30,6.銀支,貨款-耳機,44800,偉商,進貨單號:123,115,59,
572,2013-04-25,6.銀支,貨款-耳機,212080,MyEar,進貨單號:149,150,117,148,49,
393,2013-04-10,6.銀支,貨款-耳機,204900,久東,334,
394,2013-04-10,6.銀支,貨款-耳機,16160,黑曜石,4月,
335,2013-04-02,6.銀支,貨款-耳機,46777,聚勝,Grado,
615,2013-04-30,6.銀支,雜費,41161,紙袋維修單名片,艾羅企業,
617,2013-04-29,6.銀支,電信費,994,中華電信3～4月,0988538527,
561,2013-04-24,6.銀支,電信費,1501,中華電信,3115fax+net,
562,2013-04-24,6.銀支,電信費,514,中華電信,1207,
332,2013-04-02,6.銀支,電信費,1299,中華電信,0988538527,
563,2013-04-24,6.銀支,電費,8682,台電,聲陞,
471,2013-04-18,7.卡支,貨款-餐飲,300,砂糖,COSTCO,
472,2013-04-18,7.卡支,貨款-餐飲,427,糖果,COSTCO,
474,2013-04-18,7.卡支,貨款-餐飲,1077,紅茶,COSTCO,
473,2013-04-18,7.卡支,雜費-耳機,209,洗碗精,COSTCO,
475,2013-04-18,7.卡支,雜費-耳機,198,信封,COSTCO,
476,2013-04-18,7.卡支,雜費-耳機,255,筆記本,COSTCO,
477,2013-04-18,7.卡支,雜費-耳機,290,膠帶,COSTCO,
478,2013-04-18,7.卡支,雜費-耳機,235,抹布,COSTCO,
516,2013-04-30,8.票支,貨款-CBHD,1500,得琦,2013-2,
517,2013-04-30,8.票支,貨款-CBHD,2300,洋豐,2013-2,
518,2013-04-30,8.票支,貨款-CBHD,10710,盈新,2013-2,
519,2013-04-30,8.票支,貨款-CBHD,11760,明鈞,2013-2,
520,2013-04-30,8.票支,貨款-CBHD,2239,大廣,2013-2,
521,2013-04-30,8.票支,貨款-CBHD,38000,山南雲,2013-2,
522,2013-04-30,8.票支,貨款-CBHD,4730,飛聲,2013-2,
523,2013-04-30,8.票支,貨款-CBHD,3000,青鋒,2013-2,
524,2013-04-30,8.票支,貨款-CBHD,2020,申豐,2013-2,
525,2013-04-30,8.票支,貨款-CBHD,9970,亞森,2013-2,
526,2013-04-30,8.票支,貨款-CBHD,10800,鼎恆,2013-3電池,
527,2013-04-30,8.票支,貨款-CBHD,1945,永欣,2012-12,
528,2013-04-30,8.票支,貨款-耳機,55150,宇正,2013-2,
529,2013-04-30,8.票支,貨款-耳機,46210,永聖,2013-2,
530,2013-04-30,8.票支,貨款-耳機,473492,思維,2013-2,
531,2013-04-30,8.票支,貨款-耳機,136380,漢聲,2013-3,
532,2013-04-30,8.票支,貨款-耳機,321238,鼎恆,2013-3,
533,2013-04-30,8.票支,貨款-耳機,26320,宇正,2013-3,
534,2013-04-30,8.票支,貨款-耳機,75825,愛樂思,2013-3,
535,2013-04-30,8.票支,貨款-耳機,8360,嘉亨,2013-3,
536,2013-04-30,8.票支,貨款-耳機,254776,宙宣,2013-3,
537,2013-04-30,8.票支,貨款-耳機,8400,悅聲,2013-3,
538,2013-04-30,8.票支,貨款-耳機,39305,功學社,2013-3,
539,2013-04-30,8.票支,貨款-耳機,95779,十全,2013-1,
540,2013-04-30,8.票支,貨款-耳機,103315,富銘,2013-3,
541,2013-04-30,8.票支,貨款-耳機,44490,管迷,2013-3,
514,2013-04-15,8.票支,貨款-耳機,17861,先創,2013-3jays,
515,2013-04-15,8.票支,貨款-耳機,27007,先鋒,2013-3,
396,2013-04-10,8.票支,貨款-耳機,103014,聲陞,3月補開,
